job_number,job_date,job_state,service,tasker_number,job_value,tasker_payout
7641,2023-01-31,completed,cleaning,980,80.0,72.0
27183,2023-01-31,completed,cleaning,591,122.0,102.0
2632,2023-01-31,cancelled,cleaning,667,81.0,76.0
50026,2023-01-31,completed,furniture_assembly,1388,29.0,20.0
28903,2023-01-31,completed,ironing,1039,99.0,60.0
14257,2023-01-31,completed,cleaning,2308,125.0,99.0
14568,2023-01-31,cancelled,cleaning,636,135.0,108.0
14063,2023-01-31,completed,ironing,728,103.0,87.0
26965,2023-01-31,completed,cleaning,1151,76.0,72.0
16559,2023-01-31,cancelled,cleaning,1510,110.0,76.0
19528,2023-01-31,completed,cleaning,1569,156.0,137.0
310,2023-01-31,cancelled,business_cleaning,,188.0,139.0
5732,2023-01-31,completed,cleaning,2016,122.0,84.0
29422,2023-01-31,completed,cleaning,1180,142.0,95.0
25309,2023-01-31,completed,cleaning,1867,118.0,78.0
1440,2023-01-31,cancelled,cleaning,,152.0,116.0
26552,2023-01-31,cancelled,cleaning,273,128.0,87.0
46855,2023-01-31,completed,cleaning,56,141.0,113.0
50039,2023-01-31,completed,furniture_assembly,991,27.0,23.0
50999,2023-01-31,completed,cleaning,137,127.0,104.0
16418,2023-01-31,cancelled,cleaning,805,100.0,105.0
6560,2023-01-31,cancelled,heavy_cleaning,,219.0,177.0
50347,2023-01-31,completed,cleaning,1984,208.0,135.0
18966,2023-01-31,completed,cleaning,2419,108.0,76.0
50148,2023-01-31,completed,cleaning,1667,148.0,90.0
29916,2023-01-31,cancelled,business_cleaning,,184.0,116.0
11686,2023-01-31,cancelled,cleaning,,177.0,129.0
17271,2023-01-31,completed,cleaning,1999,113.0,114.0
1697,2023-01-31,cancelled,cleaning,,104.0,83.0
49941,2023-01-31,completed,cleaning,1721,139.0,110.0
36748,2023-01-31,cancelled,heavy_cleaning,,180.0,197.0
50485,2023-01-31,cancelled,pre_moving_cleaning,93,250.0,145.0
18696,2023-01-31,completed,cleaning,922,130.0,105.0
17723,2023-01-31,cancelled,heavy_cleaning,2481,219.0,191.0
22440,2023-01-31,completed,cleaning,1121,92.0,81.0
27467,2023-01-31,cancelled,ironing,,148.0,123.0
22592,2023-01-31,cancelled,cleaning,,99.0,92.0
51360,2023-02-01,cancelled,furniture_assembly,726,1014.0,443.0
27905,2023-02-01,completed,cleaning,1967,147.0,113.0
6799,2023-02-01,completed,cleaning,2060,175.0,131.0
51561,2023-02-01,completed,pre_moving_cleaning,440,228.0,140.0
51124,2023-02-01,completed,furniture_assembly,778,34.0,37.0
27592,2023-02-01,completed,cleaning,992,92.0,67.0
29038,2023-02-01,cancelled,cleaning,2780,124.0,76.0
10639,2023-02-01,completed,cleaning,2304,78.0,83.0
46134,2023-02-01,completed,cleaning,2435,186.0,134.0
28986,2023-02-01,cancelled,cleaning,,181.0,126.0
51168,2023-02-01,completed,furniture_assembly,855,220.0,145.0
27568,2023-02-01,cancelled,cleaning,,99.0,63.0
24365,2023-02-01,completed,business_cleaning,294,116.0,101.0
11188,2023-02-01,completed,cleaning,526,195.0,143.0
618,2023-02-01,cancelled,cleaning,,215.0,153.0
27670,2023-02-01,completed,cleaning,1616,110.0,77.0
11106,2023-02-01,cancelled,ironing,2163,95.0,76.0
9360,2023-02-01,cancelled,cleaning,916,173.0,118.0
28061,2023-02-01,completed,cleaning,1542,193.0,131.0
10367,2023-02-01,completed,cleaning,1867,144.0,108.0
714,2023-02-01,cancelled,heavy_cleaning,1532,214.0,173.0
9878,2023-02-01,cancelled,heavy_cleaning,,222.0,189.0
37713,2023-02-01,completed,cleaning,2246,186.0,158.0
51056,2023-02-01,completed,cleaning,3208,216.0,134.0
52195,2023-02-01,completed,cleaning,2807,84.0,62.0
14872,2023-02-01,completed,cleaning,1709,136.0,100.0
51162,2023-02-01,completed,furniture_assembly,629,146.0,125.0
42701,2023-02-01,cancelled,cleaning,30,182.0,136.0
9777,2023-02-01,completed,cleaning,1827,179.0,161.0
10890,2023-02-01,completed,cleaning,207,111.0,75.0
51151,2023-02-01,completed,furniture_assembly,1676,46.0,35.0
11316,2023-02-01,completed,cleaning,244,103.0,73.0
37069,2023-02-01,cancelled,cleaning,2148,171.0,136.0
18429,2023-02-01,cancelled,cleaning,,127.0,86.0
7905,2023-02-01,completed,cleaning,613,90.0,80.0
12276,2023-02-01,cancelled,cleaning,1569,167.0,129.0
14261,2023-02-01,cancelled,cleaning,2141,134.0,130.0
10849,2023-02-01,completed,cleaning,2353,125.0,83.0
17439,2023-02-01,cancelled,cleaning,2713,157.0,135.0
27087,2023-02-01,completed,cleaning,2552,140.0,107.0
47861,2023-02-01,completed,cleaning,2103,146.0,106.0
51027,2023-02-01,completed,cleaning,137,123.0,95.0
7796,2023-02-01,cancelled,cleaning,,195.0,132.0
10917,2023-02-01,completed,cleaning,1219,128.0,101.0
28184,2023-02-01,completed,cleaning,1273,205.0,189.0
27597,2023-02-01,completed,cleaning,2769,71.0,81.0
46389,2023-02-01,completed,cleaning,2254,106.0,115.0
33824,2023-02-01,cancelled,cleaning,,140.0,95.0
9744,2023-02-01,completed,cleaning,132,114.0,77.0
49103,2023-02-01,cancelled,cleaning,,114.0,82.0
11021,2023-02-01,completed,cleaning,1198,189.0,141.0
10841,2023-02-01,completed,cleaning,595,117.0,77.0
50496,2023-02-01,cancelled,furniture_assembly,951,16.0,41.0
51360,2023-02-01,cancelled,furniture_assembly,954,1005.0,445.0
51123,2023-02-01,completed,furniture_assembly,1272,60.0,28.0
38601,2023-02-01,cancelled,cleaning,1181,172.0,127.0
47938,2023-02-01,completed,cleaning,3019,124.0,82.0
50095,2023-02-01,completed,cleaning,1425,156.0,92.0
29170,2023-02-01,cancelled,cleaning,,197.0,148.0
51132,2023-02-01,completed,furniture_assembly,374,13.0,14.0
27756,2023-02-01,cancelled,cleaning,2328,197.0,138.0
10931,2023-02-01,completed,cleaning,2938,143.0,107.0
11321,2023-02-01,completed,cleaning,2461,110.0,88.0
39299,2023-02-01,cancelled,cleaning,,170.0,121.0
21451,2023-02-01,completed,cleaning,1200,122.0,95.0
6099,2023-02-01,completed,cleaning,1627,152.0,98.0
15622,2023-02-01,cancelled,cleaning,,136.0,101.0
51388,2023-02-01,completed,cleaning,2665,116.0,96.0
26347,2023-02-01,cancelled,cleaning,3236,176.0,143.0
24992,2023-02-01,completed,cleaning,349,67.0,73.0
714,2023-02-01,cancelled,heavy_cleaning,829,212.0,168.0
22904,2023-02-01,completed,cleaning,340,120.0,84.0
51075,2023-02-01,completed,cleaning,303,211.0,135.0
23514,2023-02-01,completed,cleaning,876,106.0,105.0
49860,2023-02-01,completed,cleaning,2759,133.0,100.0
49177,2023-02-01,completed,cleaning,3074,127.0,118.0
51653,2023-02-01,completed,cleaning,263,134.0,88.0
365,2023-02-01,cancelled,heavy_cleaning,,196.0,186.0
51160,2023-02-01,completed,furniture_assembly,1738,49.0,30.0
14379,2023-02-01,completed,cleaning,3142,177.0,150.0
28251,2023-02-01,completed,cleaning,1872,113.0,92.0
14027,2023-02-01,cancelled,cleaning,845,99.0,86.0
50193,2023-02-01,completed,cleaning,1503,189.0,148.0
26193,2023-02-01,cancelled,ironing,808,126.0,99.0
51146,2023-02-01,completed,furniture_assembly,454,80.0,67.0
19573,2023-02-01,cancelled,cleaning,,186.0,131.0
33232,2023-02-01,completed,cleaning,221,109.0,88.0
51471,2023-02-01,completed,cleaning,1149,137.0,107.0
51136,2023-02-01,completed,furniture_assembly,1272,62.0,58.0
51230,2023-02-01,completed,cleaning,2912,166.0,112.0
25175,2023-02-01,completed,cleaning,2096,99.0,80.0
51370,2023-02-01,completed,pre_moving_cleaning,488,180.0,128.0
50980,2023-02-01,cancelled,cleaning,,143.0,90.0
33271,2023-02-01,cancelled,cleaning,,108.0,89.0
11187,2023-02-01,cancelled,heavy_cleaning,54,217.0,180.0
25179,2023-02-01,cancelled,cleaning,3137,113.0,100.0
28172,2023-02-01,completed,cleaning,1098,201.0,143.0
51593,2023-02-01,completed,express_cleaning,545,11.0,34.0
19300,2023-02-01,completed,ironing,2624,13.0,51.0
11237,2023-02-01,cancelled,cleaning,,146.0,97.0
27816,2023-02-01,completed,cleaning,684,116.0,105.0
28040,2023-02-01,completed,cleaning,2127,126.0,103.0
10787,2023-02-01,completed,business_cleaning,323,107.0,97.0
11059,2023-02-01,cancelled,cleaning,,156.0,120.0
26335,2023-02-01,cancelled,business_cleaning,,149.0,78.0
27892,2023-02-01,completed,cleaning,114,120.0,116.0
9909,2023-02-01,completed,heavy_cleaning,33,201.0,153.0
11246,2023-02-01,completed,ironing,734,144.0,111.0
28934,2023-02-01,cancelled,business_cleaning,294,127.0,82.0
28021,2023-02-01,cancelled,cleaning,876,89.0,92.0
27358,2023-02-01,cancelled,cleaning,1591,216.0,184.0
28871,2023-02-01,completed,cleaning,2233,172.0,123.0
12355,2023-02-01,completed,cleaning,3319,104.0,93.0
51370,2023-02-01,completed,pre_moving_cleaning,633,182.0,120.0
50310,2023-02-01,completed,cleaning,3275,146.0,131.0
8056,2023-02-01,completed,cleaning,2769,112.0,98.0
9417,2023-02-01,completed,business_cleaning,157,87.0,67.0
18049,2023-02-01,completed,cleaning,279,162.0,146.0
51357,2023-02-01,completed,cleaning,599,149.0,94.0
23587,2023-02-01,cancelled,cleaning,,156.0,123.0
52519,2023-02-02,completed,cleaning,2055,166.0,99.0
49744,2023-02-02,completed,cleaning,3209,184.0,128.0
50595,2023-02-02,completed,cleaning,1002,154.0,102.0
43944,2023-02-02,cancelled,cleaning,,106.0,80.0
19951,2023-02-02,cancelled,business_cleaning,1038,164.0,106.0
47959,2023-02-02,completed,cleaning,3276,119.0,96.0
52417,2023-02-02,cancelled,cleaning,820,3.0,113.0
9804,2023-02-02,completed,cleaning,1341,155.0,140.0
53290,2023-02-02,completed,cleaning,2349,169.0,118.0
29064,2023-02-02,completed,cleaning,2448,145.0,113.0
21554,2023-02-02,cancelled,cleaning,,192.0,156.0
28987,2023-02-02,completed,cleaning,3126,165.0,147.0
37391,2023-02-02,completed,cleaning,2986,162.0,109.0
28840,2023-02-02,completed,cleaning,1338,160.0,114.0
12057,2023-02-02,completed,cleaning,548,100.0,93.0
52266,2023-02-02,completed,cleaning,1205,131.0,122.0
52432,2023-02-02,cancelled,cleaning,,218.0,128.0
27900,2023-02-02,completed,cleaning,1393,175.0,132.0
50913,2023-02-02,completed,cleaning,263,139.0,104.0
29062,2023-02-02,completed,cleaning,1934,124.0,96.0
9354,2023-02-02,cancelled,cleaning,,133.0,113.0
8358,2023-02-02,completed,cleaning,1051,151.0,124.0
45449,2023-02-02,cancelled,cleaning,2390,208.0,145.0
52844,2023-02-02,cancelled,cleaning,1938,-2.0,89.0
52344,2023-02-02,completed,cleaning,2627,104.0,80.0
16229,2023-02-02,cancelled,cleaning,,163.0,124.0
297,2023-02-02,cancelled,heavy_cleaning,,204.0,157.0
12494,2023-02-02,cancelled,heavy_cleaning,,226.0,200.0
18100,2023-02-02,cancelled,cleaning,1539,148.0,96.0
52366,2023-02-02,completed,heavy_cleaning,345,243.0,182.0
46449,2023-02-02,completed,ironing,2928,134.0,75.0
11565,2023-02-02,completed,cleaning,2379,112.0,82.0
8477,2023-02-02,completed,cleaning,2397,163.0,123.0
49933,2023-02-02,completed,cleaning,565,118.0,89.0
52609,2023-02-02,completed,cleaning,2868,148.0,111.0
52705,2023-02-02,completed,cleaning,43,133.0,86.0
16530,2023-02-02,cancelled,cleaning,,81.0,82.0
51871,2023-02-02,completed,cleaning,701,208.0,127.0
44983,2023-02-02,completed,cleaning,1891,139.0,136.0
11181,2023-02-02,completed,cleaning,2593,178.0,127.0
31180,2023-02-02,cancelled,cleaning,524,188.0,155.0
48947,2023-02-02,cancelled,cleaning,2290,132.0,107.0
11780,2023-02-02,cancelled,ironing,,148.0,128.0
28558,2023-02-02,completed,cleaning,825,112.0,73.0
52328,2023-02-02,completed,furniture_assembly,374,45.0,42.0
52316,2023-02-02,completed,furniture_assembly,2846,85.0,49.0
45978,2023-02-02,completed,furniture_assembly,710,25.0,46.0
23009,2023-02-02,cancelled,cleaning,,171.0,124.0
17151,2023-02-02,cancelled,cleaning,,207.0,142.0
29027,2023-02-02,completed,cleaning,2020,93.0,70.0
53279,2023-02-02,cancelled,cleaning,2526,116.0,104.0
49453,2023-02-02,cancelled,heavy_cleaning,47,229.0,186.0
11971,2023-02-02,cancelled,cleaning,,115.0,82.0
1439,2023-02-02,cancelled,cleaning,,178.0,135.0
28905,2023-02-02,completed,business_cleaning,431,83.0,84.0
28995,2023-02-02,completed,cleaning,1225,161.0,147.0
51555,2023-02-02,completed,ironing,2341,86.0,69.0
52711,2023-02-02,cancelled,express_cleaning,,11.0,25.0
28878,2023-02-02,cancelled,cleaning,3126,185.0,132.0
12059,2023-02-02,completed,cleaning,183,117.0,114.0
25703,2023-02-02,cancelled,cleaning,,136.0,83.0
8453,2023-02-02,completed,cleaning,2615,149.0,114.0
26793,2023-02-02,cancelled,business_cleaning,124,112.0,77.0
26622,2023-02-02,completed,cleaning,431,128.0,103.0
27422,2023-02-02,cancelled,cleaning,,165.0,129.0
34831,2023-02-02,cancelled,cleaning,1860,1.0,184.0
29698,2023-02-02,completed,cleaning,2621,184.0,142.0
46098,2023-02-02,cancelled,express_cleaning,2865,44.0,30.0
52383,2023-02-02,completed,cleaning,1579,168.0,127.0
11295,2023-02-02,completed,cleaning,2289,174.0,159.0
52412,2023-02-02,completed,cleaning,1948,115.0,111.0
32014,2023-02-02,cancelled,cleaning,,185.0,145.0
51181,2023-02-02,completed,cleaning,57,124.0,103.0
17542,2023-02-02,completed,cleaning,2708,172.0,143.0
11554,2023-02-02,completed,cleaning,2627,122.0,86.0
11137,2023-02-02,completed,cleaning,2712,132.0,98.0
28577,2023-02-02,completed,cleaning,2353,122.0,109.0
33840,2023-02-02,cancelled,cleaning,2948,166.0,140.0
52201,2023-02-02,completed,cleaning,298,162.0,111.0
28019,2023-02-02,completed,cleaning,2453,62.0,75.0
28675,2023-02-02,completed,cleaning,2330,143.0,98.0
52453,2023-02-02,completed,cleaning,474,191.0,146.0
45838,2023-02-02,cancelled,business_cleaning,,131.0,62.0
47239,2023-02-02,cancelled,business_cleaning,474,183.0,126.0
29047,2023-02-02,completed,cleaning,2939,132.0,113.0
48271,2023-02-02,completed,furniture_assembly,2288,135.0,111.0
12042,2023-02-02,completed,cleaning,498,181.0,130.0
51597,2023-02-02,completed,cleaning,934,103.0,98.0
11072,2023-02-02,completed,cleaning,1219,165.0,165.0
51202,2023-02-02,completed,cleaning,247,141.0,92.0
27418,2023-02-02,cancelled,heavy_cleaning,265,186.0,135.0
11856,2023-02-02,completed,cleaning,1269,81.0,68.0
52768,2023-02-02,completed,cleaning,1704,207.0,131.0
30795,2023-02-02,cancelled,cleaning,,100.0,78.0
18047,2023-02-02,cancelled,business_cleaning,371,182.0,172.0
26059,2023-02-02,cancelled,cleaning,,130.0,98.0
52981,2023-02-02,cancelled,cleaning,,355.0,238.0
51306,2023-02-02,completed,cleaning,2210,216.0,173.0
28119,2023-02-02,completed,cleaning,1955,93.0,77.0
51664,2023-02-02,completed,cleaning,2316,185.0,130.0
39313,2023-02-02,completed,cleaning,3277,90.0,90.0
27418,2023-02-02,cancelled,heavy_cleaning,2356,177.0,152.0
42625,2023-02-02,cancelled,cleaning,,99.0,73.0
28908,2023-02-02,cancelled,ironing,,172.0,137.0
709,2023-02-02,cancelled,cleaning,,97.0,70.0
46897,2023-02-02,completed,cleaning,2515,134.0,94.0
52630,2023-02-02,completed,furniture_assembly,369,94.0,62.0
11875,2023-02-02,completed,cleaning,1229,114.0,82.0
13210,2023-02-02,cancelled,cleaning,,129.0,77.0
11965,2023-02-02,cancelled,cleaning,39,94.0,71.0
28563,2023-02-02,completed,cleaning,3249,114.0,92.0
28862,2023-02-02,completed,cleaning,1540,178.0,125.0
13513,2023-02-02,cancelled,cleaning,,149.0,127.0
44938,2023-02-02,cancelled,cleaning,,99.0,71.0
29060,2023-02-02,cancelled,cleaning,1624,134.0,96.0
28928,2023-02-02,completed,cleaning,1830,107.0,78.0
11622,2023-02-02,cancelled,cleaning,2700,132.0,103.0
52715,2023-02-03,completed,cleaning,114,147.0,111.0
29806,2023-02-03,completed,cleaning,2630,102.0,68.0
33460,2023-02-03,completed,cleaning,2314,81.0,91.0
53839,2023-02-03,completed,cleaning,413,187.0,131.0
28676,2023-02-03,cancelled,heavy_cleaning,,228.0,211.0
51041,2023-02-03,completed,cleaning,1831,183.0,140.0
28690,2023-02-03,cancelled,cleaning,1927,148.0,120.0
11242,2023-02-03,completed,cleaning,340,146.0,106.0
53219,2023-02-03,completed,cleaning,1703,170.0,171.0
38783,2023-02-03,completed,cleaning,1167,120.0,111.0
15149,2023-02-03,cancelled,heavy_cleaning,762,207.0,181.0
53521,2023-02-03,completed,cleaning,1837,160.0,125.0
28381,2023-02-03,completed,express_cleaning,2865,55.0,32.0
53843,2023-02-03,cancelled,cleaning,,200.0,188.0
24303,2023-02-03,cancelled,cleaning,2186,202.0,165.0
19991,2023-02-03,completed,cleaning,2570,115.0,98.0
53913,2023-02-03,completed,cleaning,2054,145.0,111.0
54441,2023-02-03,completed,cleaning,1737,161.0,155.0
46847,2023-02-03,cancelled,cleaning,1540,161.0,129.0
54444,2023-02-03,completed,cleaning,2594,203.0,181.0
47779,2023-02-03,completed,cleaning,1570,113.0,113.0
36911,2023-02-03,cancelled,cleaning,,142.0,92.0
1561,2023-02-03,cancelled,cleaning,,139.0,101.0
30041,2023-02-03,completed,cleaning,3208,138.0,96.0
33052,2023-02-03,cancelled,cleaning,3171,169.0,117.0
9337,2023-02-03,cancelled,cleaning,,163.0,115.0
50749,2023-02-03,completed,cleaning,1801,228.0,158.0
29605,2023-02-03,completed,cleaning,2291,120.0,106.0
13875,2023-02-03,completed,cleaning,1877,131.0,115.0
30625,2023-02-03,completed,cleaning,3318,178.0,139.0
27750,2023-02-03,completed,cleaning,2439,164.0,121.0
6036,2023-02-03,cancelled,cleaning,1466,135.0,114.0
29482,2023-02-03,completed,business_cleaning,157,148.0,90.0
53727,2023-02-03,completed,cleaning,2289,153.0,124.0
20758,2023-02-03,completed,cleaning,1172,116.0,87.0
53818,2023-02-03,completed,heavy_cleaning,1767,263.0,238.0
12072,2023-02-03,cancelled,heavy_cleaning,,226.0,187.0
49172,2023-02-03,completed,ironing,452,193.0,121.0
9957,2023-02-03,cancelled,cleaning,,140.0,123.0
29480,2023-02-03,completed,cleaning,104,134.0,109.0
32729,2023-02-03,cancelled,cleaning,,143.0,111.0
53200,2023-02-03,completed,cleaning,64,148.0,115.0
2694,2023-02-03,cancelled,cleaning,2310,115.0,102.0
29700,2023-02-03,completed,cleaning,1948,169.0,130.0
26963,2023-02-03,cancelled,cleaning,691,-2.0,69.0
40488,2023-02-03,completed,ironing,1039,114.0,109.0
8823,2023-02-03,cancelled,cleaning,,174.0,149.0
52414,2023-02-03,completed,cleaning,3235,137.0,88.0
29569,2023-02-03,completed,cleaning,642,135.0,98.0
29940,2023-02-03,completed,cleaning,1876,153.0,144.0
53805,2023-02-03,completed,heavy_cleaning,1037,186.0,201.0
21085,2023-02-03,completed,cleaning,28,179.0,139.0
51665,2023-02-03,completed,cleaning,2267,132.0,118.0
53219,2023-02-03,completed,cleaning,1320,176.0,163.0
15360,2023-02-03,cancelled,cleaning,,131.0,89.0
12450,2023-02-03,completed,cleaning,1992,153.0,143.0
28414,2023-02-03,cancelled,cleaning,1626,130.0,107.0
53230,2023-02-03,completed,cleaning,800,158.0,145.0
53435,2023-02-03,completed,furniture_assembly,1272,60.0,40.0
29842,2023-02-03,completed,business_cleaning,1071,191.0,197.0
29915,2023-02-03,completed,cleaning,1288,183.0,165.0
54129,2023-02-03,completed,cleaning,1588,157.0,115.0
52006,2023-02-03,cancelled,heavy_cleaning,,224.0,151.0
40464,2023-02-03,cancelled,cleaning,748,136.0,111.0
25620,2023-02-03,completed,cleaning,548,176.0,131.0
53195,2023-02-03,completed,cleaning,621,223.0,138.0
30025,2023-02-03,completed,cleaning,876,146.0,125.0
52237,2023-02-03,completed,cleaning,2391,125.0,90.0
16070,2023-02-03,completed,cleaning,2007,155.0,113.0
13277,2023-02-03,completed,ironing,653,98.0,93.0
14655,2023-02-03,completed,cleaning,2001,115.0,89.0
29732,2023-02-03,completed,cleaning,187,161.0,124.0
16810,2023-02-03,cancelled,cleaning,39,103.0,63.0
49461,2023-02-03,cancelled,cleaning,3167,131.0,90.0
12251,2023-02-03,cancelled,cleaning,,175.0,153.0
53467,2023-02-03,completed,furniture_assembly,2261,158.0,134.0
53575,2023-02-03,completed,cleaning,1847,153.0,129.0
54406,2023-02-03,cancelled,cleaning,,140.0,107.0
53344,2023-02-03,completed,cleaning,3219,157.0,109.0
54047,2023-02-03,completed,cleaning,2532,181.0,103.0
29832,2023-02-03,completed,cleaning,999,169.0,128.0
54385,2023-02-03,completed,cleaning,1167,129.0,102.0
18286,2023-02-03,completed,cleaning,2694,182.0,141.0
50139,2023-02-03,completed,cleaning,2319,152.0,95.0
53517,2023-02-03,completed,cleaning,2258,148.0,105.0
52236,2023-02-03,completed,cleaning,3116,160.0,98.0
53459,2023-02-03,completed,furniture_assembly,2355,137.0,93.0
5223,2023-02-03,completed,cleaning,1539,142.0,107.0
19337,2023-02-03,cancelled,cleaning,,138.0,107.0
53620,2023-02-03,completed,express_cleaning,2562,44.0,17.0
6572,2023-02-03,completed,cleaning,1291,159.0,120.0
29736,2023-02-03,cancelled,cleaning,,175.0,117.0
53448,2023-02-03,completed,furniture_assembly,2355,47.0,20.0
16261,2023-02-03,completed,cleaning,1241,114.0,99.0
54428,2023-02-03,completed,cleaning,1441,250.0,229.0
52430,2023-02-03,completed,cleaning,2868,151.0,115.0
12420,2023-02-03,cancelled,cleaning,2361,110.0,91.0
20093,2023-02-03,completed,cleaning,2387,139.0,116.0
54427,2023-02-03,cancelled,cleaning,,129.0,145.0
11994,2023-02-03,completed,cleaning,2988,166.0,111.0
28341,2023-02-03,cancelled,cleaning,,120.0,97.0
54302,2023-02-03,cancelled,cleaning,,147.0,131.0
4073,2023-02-03,completed,heavy_cleaning,2535,188.0,168.0
31969,2023-02-03,cancelled,cleaning,2656,114.0,126.0
29725,2023-02-03,completed,heavy_cleaning,88,161.0,157.0
20937,2023-02-03,completed,cleaning,1998,53.0,57.0
27923,2023-02-03,cancelled,cleaning,2219,159.0,155.0
50058,2023-02-03,completed,cleaning,1653,218.0,174.0
53460,2023-02-03,completed,furniture_assembly,967,81.0,70.0
1820,2023-02-03,cancelled,cleaning,,142.0,138.0
53670,2023-02-03,completed,cleaning,3095,190.0,160.0
51173,2023-02-03,completed,cleaning,2304,150.0,116.0
493,2023-02-03,cancelled,cleaning,,192.0,149.0
30040,2023-02-03,completed,cleaning,524,118.0,131.0
12463,2023-02-03,completed,cleaning,3275,86.0,64.0
30076,2023-02-03,cancelled,cleaning,,285.0,220.0
30014,2023-02-03,completed,cleaning,2681,99.0,80.0
53924,2023-02-03,completed,cleaning,20,117.0,89.0
12243,2023-02-03,completed,cleaning,2303,96.0,79.0
29434,2023-02-03,completed,cleaning,1927,112.0,74.0
51870,2023-02-03,completed,cleaning,2578,198.0,155.0
53457,2023-02-03,completed,furniture_assembly,1418,100.0,95.0
29725,2023-02-03,completed,heavy_cleaning,767,184.0,151.0
29598,2023-02-03,completed,cleaning,2168,135.0,97.0
26944,2023-02-03,cancelled,cleaning,2715,122.0,98.0
8171,2023-02-03,cancelled,cleaning,,309.0,224.0
53581,2023-02-03,completed,cleaning,60,146.0,108.0
12796,2023-02-03,cancelled,cleaning,,189.0,140.0
12490,2023-02-03,completed,heavy_cleaning,752,207.0,177.0
28773,2023-02-03,completed,cleaning,2233,172.0,114.0
6599,2023-02-03,completed,ironing,1517,85.0,78.0
26077,2023-02-03,completed,business_cleaning,294,98.0,103.0
12638,2023-02-03,completed,cleaning,2719,81.0,93.0
31580,2023-02-03,completed,cleaning,48,175.0,121.0
10259,2023-02-03,cancelled,cleaning,2100,102.0,89.0
14819,2023-02-03,cancelled,cleaning,,162.0,124.0
53720,2023-02-03,cancelled,furniture_assembly,726,117.0,89.0
40622,2023-02-03,cancelled,cleaning,,210.0,163.0
32292,2023-02-03,cancelled,cleaning,2757,179.0,136.0
43583,2023-02-03,completed,cleaning,1934,122.0,108.0
53318,2023-02-04,completed,furniture_assembly,724,559.0,367.0
12678,2023-02-04,completed,cleaning,2888,140.0,101.0
55285,2023-02-04,completed,cleaning,2473,96.0,104.0
12632,2023-02-04,completed,cleaning,1151,121.0,93.0
54578,2023-02-04,completed,furniture_assembly,1889,459.0,258.0
54708,2023-02-04,completed,cleaning,190,162.0,120.0
52858,2023-02-04,cancelled,cleaning,,157.0,104.0
28326,2023-02-04,cancelled,cleaning,2724,125.0,103.0
54609,2023-02-04,completed,cleaning,2111,205.0,139.0
50605,2023-02-04,cancelled,cleaning,,153.0,137.0
54121,2023-02-04,completed,cleaning,980,133.0,97.0
53567,2023-02-04,cancelled,cleaning,856,-7.0,87.0
48355,2023-02-04,cancelled,cleaning,183,141.0,99.0
30407,2023-02-04,completed,cleaning,320,141.0,113.0
50504,2023-02-04,completed,cleaning,2535,144.0,119.0
3027,2023-02-04,completed,cleaning,1252,132.0,89.0
54725,2023-02-04,completed,cleaning,578,139.0,95.0
30309,2023-02-04,completed,cleaning,241,106.0,90.0
50611,2023-02-04,completed,cleaning,3340,180.0,131.0
54750,2023-02-04,completed,cleaning,1130,206.0,129.0
54551,2023-02-04,completed,cleaning,2593,159.0,101.0
55548,2023-02-04,cancelled,furniture_assembly,1348,193.0,160.0
20604,2023-02-04,cancelled,heavy_cleaning,,442.0,371.0
53981,2023-02-04,completed,heavy_cleaning,2039,181.0,191.0
30556,2023-02-04,cancelled,cleaning,,156.0,119.0
14748,2023-02-04,completed,ironing,858,85.0,59.0
54579,2023-02-04,completed,furniture_assembly,1889,90.0,62.0
54899,2023-02-04,completed,cleaning,2631,232.0,167.0
33751,2023-02-04,cancelled,cleaning,,187.0,129.0
37419,2023-02-04,cancelled,cleaning,3076,109.0,69.0
55192,2023-02-04,completed,ironing,2324,162.0,103.0
32054,2023-02-04,cancelled,cleaning,,95.0,92.0
41533,2023-02-04,cancelled,cleaning,,123.0,94.0
54509,2023-02-04,cancelled,cleaning,,191.0,125.0
7006,2023-02-04,cancelled,cleaning,,210.0,148.0
26032,2023-02-04,completed,cleaning,2888,142.0,84.0
30435,2023-02-04,completed,cleaning,2234,135.0,87.0
51333,2023-02-04,completed,business_cleaning,908,135.0,85.0
3466,2023-02-04,completed,ironing,2263,99.0,61.0
52710,2023-02-04,completed,heavy_cleaning,1603,221.0,182.0
24279,2023-02-04,cancelled,cleaning,,199.0,162.0
12566,2023-02-04,cancelled,cleaning,,119.0,89.0
9647,2023-02-04,cancelled,cleaning,2001,132.0,100.0
10745,2023-02-04,cancelled,cleaning,873,112.0,80.0
55303,2023-02-04,completed,cleaning,290,181.0,138.0
9299,2023-02-04,cancelled,heavy_cleaning,,450.0,387.0
54783,2023-02-04,cancelled,cleaning,,167.0,107.0
42607,2023-02-04,cancelled,cleaning,2356,170.0,124.0
41979,2023-02-04,completed,cleaning,2455,103.0,88.0
50511,2023-02-04,completed,cleaning,878,171.0,117.0
54890,2023-02-04,completed,cleaning,231,138.0,108.0
30437,2023-02-04,completed,cleaning,2282,157.0,132.0
53104,2023-02-04,cancelled,cleaning,1683,0.0,100.0
55422,2023-02-04,completed,cleaning,1218,159.0,110.0
55622,2023-02-04,completed,cleaning,1252,136.0,120.0
1959,2023-02-04,cancelled,ironing,2179,110.0,77.0
13159,2023-02-04,completed,cleaning,192,127.0,107.0
